cust_id,gender,marrital,age,home_owner,num_cont,tot_bill,tot_call,tot_bal,fortune,tot_bytes,tot_air,num_out,google_bytes,google_air,yahoo_bytes,yahoo_air
c023532,Female,married,50,1,1,150.9119971,111,5851.64,Mass,2461.29,4200.98,0,476.37,886.37,157.99,503.57
c023533,Male,single,56,0,2,98.86051681,103,6789.21,Mass,651.66,3152.57,74,402.26,1248.87,178.6,512.33
c023534,Male,single,36,1,2,66.48048126,142,5182.96,LMI,1169.31,2977.85,33,355.89,925.84,283.55,409.81
c023535,Male,married,55,1,2,164.4559688,121,5481.8,LMI,1711.58,2836.31,201,213.63,697.6,168.09,719.88
c023536,Male,divorced,48,0,3,134.3866999,98,5529.8,LMI,2592.19,1651.91,0,469.64,1050.93,395.66,483.21
c023537,Male,single,47,1,3,56.69365049,126,5746.42,LMI,1114.85,2556.32,64,511.25,1020.44,316.4,609.55
c023538,Male,divorced,53,1,3,80.69541507,121,5982.36,LMI,2276.98,2383.79,0,175,1092.63,201.73,557.36
c023539,Female,divorced,69,1,3,36.80957101,91,5470.13,LMI,1442.4,3468.15,59,386.91,647.98,263.66,560.23
c023540,Male,single,37,1,2,42.93326637,46,6466,Mass,2452.23,3009.52,83,290.73,672.12,255.72,690.08
c023541,Male,single,29,1,3,45.91558383,125,6265.06,LMI,1803.54,2975.39,2,219.54,699.33,336.12,525.65
c023542,Female,married,52,1,1,127.557671,132,5814.08,Affluent,2693.9,2293.47,169,402.29,1044.19,103.34,443.73
c023543,Female,single,54,1,2,84.71837714,131,6110.61,Affluent,1766.49,2626.37,280,214.57,954.42,231.88,581.53
c023544,Male,divorced,54,1,2,63.82376185,15,6028,Mass,1673.18,1503.36,164,287.3,639.52,182.06,542.71
c023545,Male,married,62,1,1,116.4120262,98,6205.33,Mass,2537.06,2754.38,9,307.97,657.68,328.14,635.19
c023546,Male,single,48,1,2,87.54335935,121,5357.68,Mass,1172.75,3204.78,40,324.71,516.51,27.72,580.87
c023547,Female,divorced,18,1,3,66.93005698,105,6225.1,Affluent,2120.16,3524.41,138,307.15,883.11,219.07,653.5
c023548,Male,married,37,1,2,113.8874514,88,6430.48,LMI,1340.58,2754.08,0,353.19,752.02,294.84,536.27
c023549,Male,single,37,1,3,83.57168456,59,6260.5,LMI,2497.95,2530.05,76,487.35,909.66,326.81,475.36
c023550,Male,married,50,1,2,41.4436422,127,6774.55,Affluent,1792.98,2728.78,0,230.15,906.49,190.98,560.91
c023551,Male,married,49,1,2,159.9456671,80,5398.65,Mass,1363.04,3215.77,207,352.18,857.9,192.24,572.57
c023552,Male,married,42,1,3,145.0378413,54,5638.06,Affluent,1820.87,2173.12,112,434.34,664.21,241.63,494.11
c023553,Male,married,47,1,3,106.1851037,111,5797.08,Affluent,1206.96,2631.48,0,357.81,664.53,204.47,542.4
c023554,Male,single,58,1,3,100.68512,31,5019.43,LMI,1483.85,3611.06,0,320.3,675.47,191.48,501.27
c023555,Female,married,54,1,2,137.2392719,88,6357.74,LMI,1827.85,2410.1,102,130.58,725.66,348.17,494.22
c023556,Male,married,51,1,2,86.37131998,93,6280.95,Mass,2332.35,3999.85,74,329.77,524.2,339.4,646.42
c023557,Female,divorced,42,1,3,82.04292571,118,6417.07,Mass,1730.09,2886.4,129,404.28,945.92,229.84,620.17
c023558,Female,divorced,53,0,3,80.28453628,87,6259.23,Mass,1942.51,3165.81,0,414.72,1191.59,380.45,592.53
c023559,Female,married,25,1,3,57.86810524,117,5917.66,Affluent,1674.25,2612.5,64,253,631.89,423.11,680.76
c023560,Female,single,31,0,3,62.40817916,96,6191.79,Mass,1473.65,2276.63,2,408.47,515.8,131.48,605.71
c023561,Female,divorced,55,1,3,62.79040104,159,5485.55,Mass,1838.68,2990.88,221,485.77,614.22,350.61,567.02
c023562,Male,single,60,1,2,121.6387801,90,6203.14,LMI,2511.08,3442.66,0,439.18,763.34,200.2,446.55
c023563,Male,married,59,1,3,109.796271,121,6823.83,Affluent,1805.56,2253.3,193,215.18,870.68,365.01,396.9
c023564,Female,married,36,1,2,76.02550088,111,6702.56,Mass,1612.5,2478.01,31,348.3,893.21,87.86,677.01
c023565,Female,single,42,0,3,117.217786,143,5991.96,Affluent,2374.44,2778.2,53,427.22,1127.76,179.03,359.84
c023566,Male,divorced,45,1,2,136.9015126,143,6794.44,Affluent,1677.63,2152.77,221,281.79,773.13,315.91,468.06
c023567,Male,married,42,1,2,148.430704,149,6725.78,LMI,2708.79,3070.34,62,381.48,539.39,276.7,526.92
c023568,Female,married,54,1,3,124.4886667,122,5409.78,LMI,983.92,1782.69,182,224.98,817.82,86.76,551.14
c023569,Female,married,46,1,3,125.2517464,84,6505.86,Mass,1894.39,2511.54,96,384.45,682.88,276.97,458.83
c023570,Female,single,59,1,2,88.09217261,73,5116.88,LMI,2273.48,3511.9,109,249.21,985.01,131.51,643.81
c023571,Female,married,40,1,3,123.3514504,80,5285.65,LMI,2205.31,2740.92,102,187.69,984.22,258.4,454.81
c023572,Male,single,58,1,2,105.0944131,77,6132.02,LMI,2480.06,2278.32,54,281.66,1144.06,363.64,417.07
c023573,Male,single,50,1,2,110.6806864,86,6018.04,Affluent,1977.93,3385.89,147,453.21,421.51,241.14,644.51
c023574,Female,married,65,1,2,40.26214011,96,5984.33,Mass,2085.01,3360.81,0,350.57,801.36,336.31,467
c023575,Male,single,65,1,3,57.36116298,91,6126.44,Mass,2001.53,2609.3,210,392.54,964.36,225.39,545.86
c023576,Female,married,53,0,3,107.8363415,79,5875.83,LMI,1735.33,3646.64,38,331.26,806.39,273.3,676.16
c023577,Female,divorced,60,1,2,137.5068897,119,6418.4,LMI,2072.13,3530.56,0,240.29,786.79,101.45,383.68
c023578,Male,single,60,1,4,128.5705393,101,5419.29,Affluent,2530.65,2592.48,136,408.71,473.24,280.13,486.96
c023579,Male,single,43,1,2,86.26685993,111,4993.93,Mass,2414.41,2506.85,241,379.68,791.57,313.79,447.32
c023580,Female,divorced,63,1,1,163.254687,95,6402.74,LMI,2163.57,2590.69,41,217.42,925.54,57.89,633.56
c023581,Male,divorced,58,1,2,140.4944859,103,6194.63,Affluent,2200.95,2507.66,70,356.93,901.39,11.89,494.83
c023582,Male,divorced,60,1,3,29.50788507,77,5928.78,Mass,2328.83,3226.23,239,488.61,809.4,293.3,606.6
c023583,Male,married,46,1,2,32.43175902,106,5632.59,LMI,2046.93,1753.06,177,330.44,672.49,274.33,549.01
c023584,Male,single,38,0,3,119.3391061,130,6693.72,Affluent,2156.76,3199.8,184,236.19,907.61,272.66,590.26
c023585,Female,divorced,59,1,3,131.1758614,108,6245.84,Affluent,2558.93,3520.45,18,287.4,833.74,218.31,345.67
c023586,Female,married,30,0,3,132.447055,77,7131.5,LMI,1721.59,3685.62,105,462.88,863.47,215.1,414.82
c023587,Female,divorced,46,1,2,65.43867156,100,6689.15,Mass,2577.68,2949.25,30,297.76,893.8,257.05,573.62
c023588,Female,single,71,1,3,149.227779,69,6229.78,Affluent,2036.43,2536.02,117,377.52,790.97,228.66,434.74
c023589,Female,married,42,1,3,113.3504623,71,6226.56,LMI,2586.22,1878.2,0,273.7,1363.61,316.27,695.89
c023590,Female,married,49,1,2,95.12445765,104,6475.1,Affluent,1780.65,2332.44,142,438.51,847.69,514.98,528.05
c023591,Female,married,58,1,1,119.4324659,89,7000.48,Affluent,1737.77,2995.31,122,260.03,796.63,295.5,548.93
c023592,Female,married,59,1,2,79.79588191,112,6181.19,Mass,2141.01,2978.61,202,129.97,977.13,297.72,329.24
c023593,Female,single,40,1,2,133.5125853,73,5609.7,LMI,1750.45,3005.29,0,396.29,550.15,251.21,502.15
c023594,Male,single,39,1,3,35.98051741,111,6156.48,Mass,1785.48,2820.91,55,344.13,838.68,121.64,509.99
c023595,Female,single,55,0,2,107.9461151,122,7145.58,LMI,1917.41,3007.55,101,272.78,1265.57,344.1,632.94
c023596,Female,married,49,1,2,56.71681792,83,6885.7,Affluent,2250.61,2818.42,227,272.02,774.77,388.62,426.71
c023597,Female,married,58,1,2,94.29307938,92,6605.34,Affluent,1840.38,2232.56,192,203.37,645.86,147.04,554.86
c023598,Male,single,49,1,3,73.71234462,126,6067.02,LMI,1863.69,3365.94,40,145.16,946.87,340.81,618.75
c023599,Male,single,47,1,2,96.12006881,87,5223.74,Mass,639.92,2163.86,47,384.37,889.1,265.68,348.53
c023600,Female,divorced,39,1,2,90.63647325,126,6520.9,Affluent,1787.38,3035.89,74,187.46,1123.66,387.77,575.09
c023601,Female,single,34,1,3,62.21474566,170,5723.08,Affluent,2561.16,2000.11,266,291.57,667.92,103.85,650.18
c023602,Female,divorced,46,0,2,91.41680786,125,5824.9,Affluent,2341.67,3430.77,0,179.97,749.99,390.02,675.54
c023603,Female,married,46,1,3,105.3521993,111,5931.96,Affluent,2318.11,3317.6,133,224.38,714.45,189.46,687.84
c023604,Female,divorced,29,1,2,151.7477602,94,6293.3,Mass,2201.73,2070.13,185,374.04,1032.01,93.76,501.84
c023605,Female,divorced,51,0,3,111.7532292,85,6893.36,Affluent,3124.29,2647.49,4,288.4,888.71,307.53,550.56
c023606,Female,divorced,25,1,2,110.7873236,71,6945.51,Affluent,2668.11,3477.23,0,313.66,703.71,254.66,672.51
c023607,Male,married,52,1,3,58.76527826,109,4658.18,Mass,2261.86,2563.16,129,373.2,901.84,247.02,551.96
c023608,Male,married,59,1,3,87.27409446,106,5477.89,Affluent,1544.16,3691.32,74,373.64,575.14,208.07,654.7
c023609,Male,divorced,54,1,2,144.4436652,71,5592.59,Affluent,1955.28,3084.31,191,373.64,812.14,246.78,417.56
c023610,Male,married,40,1,3,74.15376811,85,6643.77,Affluent,1465.24,3554.43,148,419.43,746.35,280.65,487.46
c023611,Male,married,40,1,2,130.33072,104,7217.14,Affluent,1651.14,2110.14,171,235.02,900.54,163.84,413.56
c023612,Female,single,57,1,2,144.3178799,85,5374.72,Mass,2060.6,3275.64,194,236.21,1107.8,232.24,409.01
c023613,Male,single,54,0,3,110.3154234,54,6342.82,LMI,961.01,3670.8,116,135.43,860.14,172.1,604.52
c023614,Male,divorced,66,1,2,78.80253827,127,5753.96,LMI,3157.45,2800.73,175,399.43,1288.1,387.29,534.3
c023615,Female,single,53,1,4,92.1461531,118,6096.31,Mass,1026.77,3279.13,246,354.3,470.61,396.37,326.76
c023616,Male,single,39,0,2,79.49073022,65,6398.47,Affluent,1971.2,3487.2,108,299.9,844.62,473.19,647.2
c023617,Female,married,43,1,3,73.40765755,163,6150.41,LMI,1161.4,3328.52,201,118.03,450.65,356.61,618.14
c023618,Female,divorced,45,1,3,73.96292621,129,6299.63,Affluent,2019.18,2934.4,0,286.41,597.85,270.89,420.1
c023619,Female,divorced,56,1,2,126.3394739,122,6556.66,Mass,1251.03,3859.04,0,290.16,854.93,271.07,485.62
c023620,Female,single,54,0,3,126.4467739,59,6390.37,Affluent,2407.42,2789.16,200,305.62,812.28,192.26,438.45
c023621,Female,divorced,50,0,3,72.36734636,122,6306.96,Affluent,1877.93,3134.1,206,470.72,531.43,417.83,657.64
c023622,Male,divorced,43,0,1,117.9702458,68,6432.99,Mass,2296.57,2906.59,26,264.3,397.76,163.04,503.09
c023623,Female,single,60,1,3,111.1378712,101,6008.08,Mass,2319.99,3416.14,176,371.14,850.98,196.01,605.87
c023624,Female,divorced,57,0,3,85.59356763,78,5362.9,Mass,2081.94,3323.02,51,340.29,825.69,389.34,510.59
c023625,Female,single,34,0,2,143.2381452,74,5610.37,LMI,1947.56,2771.83,104,468.36,699.09,3.66,507.72
c023626,Male,married,42,1,3,64.13906851,84,6236.83,Affluent,2172.14,2557.86,43,212.73,825.77,366.22,777.79
c023627,Male,married,66,0,3,144.5354116,145,5877.42,Mass,2195.19,3056.3,61,217.39,703.03,284.13,568.82
c023628,Female,married,43,1,3,55.19099297,14,6664.05,Mass,2297.29,3622.07,79,400.76,645.14,16.14,584.76
c023629,Male,married,60,1,3,111.282268,119,6798.66,Affluent,2317.11,2068.65,0,208.95,827.27,190.91,459.52
c023630,Male,divorced,37,1,1,84.65285868,64,5498.24,Mass,1735.7,2082.3,14,401.82,814.94,169.58,678.44
c023631,Male,single,48,1,2,164.4748617,119,5769.89,LMI,2314.9,3069.79,131,303.26,880.02,405.2,597.88
c023632,Male,single,56,1,1,73.68673499,97,5571.87,Affluent,2979.67,2964.21,71,179.48,586.83,182.78,383.65
c023633,Female,single,48,0,3,82.07011831,103,5158.24,LMI,1733.84,3193.29,0,348.85,693.69,217.64,444.6
c023634,Male,single,37,1,2,94.21044213,61,6142.76,Mass,1674.14,3120.24,217,392.56,1326.77,197.73,493.49
c023635,Male,married,57,0,2,36.32198726,99,5445.85,Affluent,2620.95,3116.39,42,473.78,880.34,271.97,493
c023636,Male,single,42,1,3,117.7429724,98,6760.4,Mass,1981.56,1832.04,0,356.14,693.6,207.26,488.03
c023637,Male,single,45,1,3,66.66106691,163,5437.72,LMI,1495.07,1939.12,82,359,984.19,332.63,444.62
c023638,Male,single,50,1,3,111.8348468,135,5919.96,LMI,1804.91,3413,155,386.78,914.11,203.32,536.46
c023639,Male,single,52,1,2,106.9160957,124,5807.18,Mass,2013.1,2984.15,110,272.52,452.26,107.17,463.8
c023640,Female,divorced,55,1,2,148.9229056,100,7286.38,Affluent,1007.35,2755.24,166,345.47,634.47,208.75,460.32
c023641,Male,married,43,1,3,37.71088366,116,6385.16,Affluent,1302.62,2813.59,0,270.92,1049.16,257.83,518.76
c023642,Male,single,57,1,3,86.11826714,136,4741.38,LMI,1932.38,3717.82,88,470.24,854.56,85.72,513.79
c023643,Male,married,44,1,3,106.6001659,131,5885.26,LMI,1906.72,2863.54,0,446.75,817.99,414.67,510.76
c023644,Female,divorced,46,0,2,183.4447113,88,6284.5,Affluent,1491.5,3828.48,118,307.14,407.22,122.7,472.6
c023645,Male,married,52,1,3,135.0084661,103,5105.16,Affluent,2498.94,2514.35,141,252.75,970.99,247.22,592.81
c023646,Male,divorced,42,1,3,161.095084,115,6074.18,LMI,2197.1,3689.04,165,148.89,694.53,260.25,562.97
c023647,Male,single,30,1,3,163.734062,90,5426.19,LMI,2143.99,3529.38,178,341.32,962.81,382.64,423.15
c023648,Male,married,53,1,3,130.2551704,103,6288.9,Mass,1768.31,3265.75,66,313.08,941.13,432.32,448.12
c023649,Male,married,46,1,3,172.2878947,122,5740.75,Mass,2084.3,3532.04,30,258.15,890.55,171.13,384.27
c023650,Male,married,69,1,3,90.39799388,163,6044.11,Affluent,2787.8,2389.19,53,466.57,832.9,247.97,525.83
c023651,Female,single,39,1,2,85.03893797,101,5112.97,LMI,2555.39,3138.22,166,295.96,737.15,242.92,539.42
c023652,Female,single,46,1,2,92.93209635,76,6298.23,Mass,2259.56,2877.4,0,348.69,821.29,244.84,488.32
c023653,Male,divorced,42,1,2,77.95901403,80,6500.78,Mass,2055.92,2656.72,75,450.44,812.47,230.13,541.42
c023654,Female,single,55,1,2,100.0451508,99,6236.98,LMI,1633.12,2575.24,21,283.42,606.1,383.24,621.37
c023655,Male,divorced,49,1,2,148.0879946,114,5795.37,Affluent,1819.36,2582.78,35,487.73,883.46,248.46,331.93
c023656,Male,single,41,0,2,64.08697838,94,6374.51,Mass,2721.1,2352.41,152,471.65,876.34,124.59,499.18
c023657,Female,married,36,1,3,110.1743083,134,5736.03,Mass,2339.82,2952.23,0,352.74,1321.14,348.97,593.25
c023658,Female,divorced,59,0,2,102.0097922,98,4868.73,Mass,2191.46,2824.3,230,320.87,855.94,211.41,686.34
c023659,Female,single,68,0,4,98.3905566,101,5915.32,LMI,2600.41,2840.6,207,310.89,843.89,153.44,564.77
c023660,Female,divorced,48,1,2,84.97233132,145,5721.87,Affluent,1956.58,3198.33,133,232.6,839.78,260.61,577.81
c023661,Female,divorced,54,0,2,102.7106265,78,6057.25,Mass,2485.57,1906.95,26,306.54,646.37,253.39,556.74
c023662,Male,divorced,39,1,3,102.6362444,140,4631.03,Mass,1377.15,3238.27,0,206.66,788.67,328.39,531.9
c023663,Male,married,52,1,2,130.9012502,74,6333.18,Affluent,1752.21,2893.84,164,257.42,757.15,402.46,690.57
c023664,Male,divorced,70,1,3,128.2672725,35,6538.74,Mass,2290.82,2046.2,239,328.36,934.91,164.24,486.88
c023665,Male,married,64,1,2,79.45191862,116,6256.06,Affluent,2126.21,3371.69,119,152.47,917.55,120.61,528.93
c023666,Male,single,56,0,3,39.21491461,97,5310.92,Mass,1206.21,2525.6,17,591.01,717.24,453.2,658.38
c023667,Female,single,48,1,3,130.2827794,80,6486.75,LMI,2206.17,2645.01,162,408.37,692.13,282.47,505.52
c023668,Male,divorced,55,1,3,90.47483244,99,5962.1,Affluent,1622.6,3509.04,150,276.8,710.22,271.81,365.41
c023669,Male,married,35,1,3,109.6435157,93,5781.03,Affluent,2687.63,2953.87,172,318.96,717.58,143.91,497.33
c023670,Female,married,50,1,2,113.0738437,101,6032.05,Affluent,2077.04,2719.09,0,370.75,779.77,220.51,489.57
c023671,Male,married,52,1,2,135.7952385,121,5761.17,Mass,1530.92,2926.45,135,285.99,857.73,202.55,479.04
c023672,Male,married,40,1,3,131.8174296,121,5091.97,Mass,2300.13,3400,99,313.53,721.09,235.8,624.77
c023673,Female,married,54,1,3,90.80941389,152,6726.37,Mass,1679.94,3061.4,147,298.62,705.91,394.32,634.61
c023674,Female,single,29,0,2,130.1344767,134,5473.7,Mass,1783.95,2740.16,141,301.67,723.73,269.25,512.76
c023675,Female,divorced,47,1,2,76.75082645,137,5649.6,Mass,2192.01,2331.15,144,210.11,546.19,170.89,447.81
c023676,Male,married,55,1,2,115.2639892,118,6469.2,Mass,1937.5,3219.41,100,424.06,1051.21,186.93,476.93
c023677,Female,single,43,0,2,98.08127111,110,6708.84,LMI,2146.56,2878.26,0,363.13,940.89,394.74,330.56
c023678,Female,single,53,1,3,85.62607818,149,6278.41,Affluent,1662.75,2901.46,18,395.91,527.9,281.61,399.42
c023679,Female,divorced,48,1,2,149.0909903,53,6531.46,LMI,1985.83,2599.99,5,241.42,925.49,315.6,798.04
c023680,Female,single,56,1,3,106.7115205,111,5197.55,Affluent,2070.35,3906.73,20,348.11,569.61,167.52,757.82
c023681,Male,single,63,1,2,54.24282399,91,5263.54,LMI,1461.8,3301.88,125,288.85,988.16,118.07,482.02
c023682,Male,married,60,1,2,64.8343288,113,6786.84,Affluent,1682.99,2680.51,262,309.26,767.7,294.41,648.02
c023683,Female,divorced,41,0,3,126.3903589,113,6758.27,LMI,1453.68,3036.75,0,209.19,629.91,374.81,618.28
c023684,Male,divorced,41,1,3,134.0168326,121,5007.13,Mass,1835.07,2908.79,134,329.45,801.03,127.08,697.76
c023685,Male,divorced,47,1,3,56.48540047,165,4830.8,LMI,1705.24,2424.14,0,259.65,871.61,339.31,522.6
c023686,Female,married,54,1,4,75.21765217,100,4905.34,Affluent,1385.78,2661.28,290,563.1,616.43,202.77,303.64
c023687,Female,single,35,0,3,64.5465185,88,5506.35,Mass,1588.48,2098.86,279,249.04,768.04,154.38,470.62
c023688,Male,married,61,1,2,100.7792188,52,5450.98,LMI,2678.3,3497.63,279,421.54,756.81,191.64,551.46
c023689,Male,single,42,0,2,110.4423625,76,5685.11,LMI,1984.75,2718.12,113,403.24,702.98,195.93,587.15
c023690,Female,divorced,53,0,2,30.26389221,110,5573.78,LMI,1682.54,2674.46,223,333.76,689.7,253.15,428.44
c023691,Male,divorced,49,0,2,56.1005496,92,5846.2,Mass,2474.43,2739.46,103,365.51,777.43,163.18,584.46
c023692,Male,divorced,51,0,2,125.129534,120,6705.03,LMI,2025.4,2523.18,52,242.59,784.14,395.06,373.97
c023693,Male,single,50,0,3,111.8762505,89,6168.82,LMI,1621.83,1870.94,99,284.65,940.21,259.66,568.71
c023694,Male,married,70,1,3,93.00313923,150,5760.2,Affluent,2627.21,2557.08,94,344.52,799.79,253.29,606.17
c023695,Female,divorced,51,1,2,100.9553784,77,6131.07,Mass,2231.87,2498.57,110,301.39,440.65,323,355.22
c023696,Female,married,47,0,3,89.07290407,80,6152.59,Mass,1426.39,2192.04,0,537.17,737.95,329.52,377.35
c023697,Female,married,52,1,4,62.3550236,109,6561.73,LMI,1998,2408.52,56,334.04,976.18,89.15,573.74
c023698,Female,single,73,1,3,113.2937245,120,6267.19,Affluent,2461,2752.76,118,268.89,718.37,105.18,806.33
c023699,Female,divorced,51,1,3,35.30064672,98,5821.9,Mass,2432.87,3307.16,168,322.4,905.92,121.35,687.3
c023700,Male,single,45,1,2,23.69833352,117,5569.42,Affluent,1775.85,3142.03,0,253.36,974.71,302.07,503.98
c023701,Male,divorced,48,0,3,106.6189791,103,6307.94,Mass,1099.2,3075.53,113,203.55,1035.35,257.05,540.06
c023702,Male,divorced,47,1,2,84.69989442,104,5190.1,Mass,1282.67,3061.06,231,472.04,1184.57,198.96,689.77
c023703,Male,single,38,1,1,85.47101507,86,6410.55,Affluent,1931.24,1983.89,0,287.75,1102.65,304.08,416.5
c023704,Male,married,52,1,2,86.06173408,100,6836.91,LMI,1844.5,3225.48,68,228.22,666.57,286.14,620.76
c023705,Female,married,52,1,1,171.8784157,100,6270.12,LMI,2260.95,2690.09,0,358.39,980.48,281.62,765.32
c023706,Male,single,57,1,2,99.52509597,90,5237.19,Mass,2114.52,1732.18,3,249.36,749.83,137.73,623.27
c023707,Female,single,44,1,3,190.5736235,102,6371.42,Mass,2697.25,2994.62,49,280.35,510.55,220.7,520.72
c023708,Female,single,67,1,2,115.7848689,110,5058.65,Affluent,2357.59,2980.72,149,506.49,1182.01,189.48,602.17
c023709,Female,divorced,56,1,2,105.3522449,68,5832.94,LMI,1847.09,2950.81,75,373.34,706.45,263.63,511.54
c023710,Female,married,52,0,3,63.73952906,120,6342.1,LMI,2016.56,2693.7,93,301.31,629.77,107.24,442.85
c023711,Female,divorced,45,1,3,119.9828438,88,6376.33,Mass,2070.43,2633.86,56,256.67,525.98,60.15,558.12
c023712,Male,divorced,38,1,3,88.16808873,98,5883.19,Affluent,2514.53,2377.59,220,431.04,640.62,163.89,562.1
c023713,Female,married,64,1,2,132.7346466,88,6435.14,LMI,1975.14,3009.3,0,454.9,644.75,196.96,600.25
c023714,Female,divorced,70,0,2,73.53874041,125,6350.99,LMI,1833.98,3252.9,217,274.96,866.86,227.99,462.27
c023715,Male,single,48,1,2,130.0121396,76,5783.56,Mass,1388.48,3101.31,236,173.32,691.18,358.17,574.62
c023716,Female,single,37,1,2,92.17833636,137,6649.37,Affluent,2357.99,2660.1,99,393.2,685.9,239.82,542.56
c023717,Female,divorced,34,0,2,90.13092316,143,5706.98,Affluent,1654.6,2912.03,125,404.43,701.41,232.24,391.87
c023718,Female,single,39,1,3,148.5266442,65,6489.25,Mass,2090.16,2175.12,114,430.51,761.16,185.43,639.34
c023719,Male,married,39,1,2,102.9036831,156,5971.6,Affluent,2149.05,3168.74,249,306.09,742.16,234.03,492.55
c023720,Male,married,58,0,3,91.94694406,99,6492.26,LMI,1803.88,2916.09,6,464.26,831.51,287.29,415.96
c023721,Female,divorced,30,1,2,127.4420696,122,6582.07,Mass,1855.9,2628.51,193,239.99,549.85,261.1,453.12
c023722,Male,divorced,39,0,2,98.48587975,128,6076.02,Mass,782.12,2109.46,96,435.88,488.09,278.36,416.57
c023723,Female,single,43,1,3,78.93036465,76,5754.12,LMI,2110.82,2711.07,225,303.69,1008.54,146.2,468.67
c023724,Male,single,65,1,3,117.3903947,68,6256.21,LMI,1696.62,2818.67,227,312.06,886.41,279.08,560.83
c023725,Male,married,80,0,3,67.88366665,113,4786.97,LMI,2695.21,3841.79,350,244.36,972.98,296.79,537.51
c023726,Female,single,44,1,2,103.3555469,77,5885.91,LMI,2165.06,3705.32,5,415.21,428.15,422.05,563.75
c023727,Female,single,54,1,2,70.64803082,126,5868.56,Mass,2497.6,2391.5,283,285.76,724.3,313.81,588.62
c023728,Male,married,60,1,1,136.2083134,144,5981.4,Mass,2567.71,2951.84,76,345.91,1038.3,332.17,533.91
c023729,Female,married,50,0,3,47.30740777,87,6757.9,LMI,1555.7,2508.1,173,428.65,902.85,253.72,377.39
c023730,Male,divorced,40,1,3,75.71211672,101,5329.45,Mass,2066.5,2953.79,20,404.14,793.85,295.24,531.12
c023731,Male,single,41,1,2,140.6397331,86,6019.22,Affluent,1509.6,3073.9,258,207.81,933.16,86.92,329.69
c023732,Female,single,43,1,2,85.06503908,127,6400.81,LMI,1917.14,3035.45,154,278.33,1064.74,213.54,448.26
c023733,Female,divorced,44,1,3,130.338739,120,6380.02,Affluent,1751.52,2656.62,111,497.37,674.2,314.38,557.84
c023734,Male,single,43,1,2,61.94767847,115,6070.51,Affluent,1723.87,2617.21,35,311.08,712.57,31.5,453.66
c023735,Female,single,42,1,3,118.7296106,104,5708.79,LMI,2045.64,2287.36,45,287.15,767.85,327.93,492
c023736,Male,single,56,1,1,108.6114705,115,6018.42,LMI,1804.7,3612.35,175,315.27,880.04,154.02,547.56
c023737,Male,married,41,1,2,90.22050355,116,5689.89,Affluent,3016.35,2361.65,186,132.92,917.6,194.21,639.43
c023738,Female,divorced,33,1,3,73.60862072,101,5452.4,Mass,2407.58,3060.36,76,332.89,763.19,223.85,581.78
c023739,Female,divorced,52,1,3,88.64412531,151,7035.51,LMI,2581.44,2594.63,131,324.78,229.33,359.96,561.07
c023740,Female,single,61,1,3,101.2544778,52,6023.92,Affluent,1811.47,2141.77,75,368.43,1025.3,133.73,429.83
c023741,Male,married,52,1,3,141.3770554,93,5389.16,Mass,1674.8,3484.86,123,131.3,768.86,105.07,445.95
c023742,Male,married,55,1,2,78.22157327,72,6142.9,Mass,2864.9,2642.28,200,498.63,958.22,145.24,608.72
c023743,Male,married,50,0,3,125.6027259,105,5845.2,Affluent,2074.5,3198.01,81,160.97,879.83,298.49,487
c023744,Male,divorced,59,1,3,122.3667443,123,5958.06,LMI,2109.44,3339.19,133,525.48,569.94,148.39,671.55
c023745,Female,divorced,47,0,3,130.8849604,129,5854.97,Mass,1793.71,3285.14,260,371.32,823.15,257.38,476.39
c023746,Male,divorced,49,0,3,124.0183909,86,6001.45,LMI,1271.06,2016.28,34,444.99,786.77,403.86,536.38
c023747,Male,divorced,49,1,3,47.97339975,45,5393.2,Mass,2229.83,3266.51,79,331.41,563.45,388.49,687.04
c023748,Female,married,24,1,2,119.6036777,86,5697.61,LMI,1910.43,3354.82,29,442.18,1025.8,204.35,541.05
c023749,Female,single,58,1,2,73.38412961,91,6210.13,LMI,2605.04,2922.25,83,218.5,624.08,276.9,608.57
c023750,Male,married,35,1,3,76.47096871,114,6436.87,Affluent,1812.46,3020.67,147,287.39,1094.94,289.4,665.56
c023751,Female,married,50,1,3,66.35248275,122,5612.3,Mass,3144.7,2394.97,0,312.9,754.77,297.48,698.41
c023752,Female,divorced,44,1,2,118.4670209,111,5713.96,LMI,1360.29,2971.03,6,246.39,1121.04,164.48,471.24
c023753,Female,divorced,52,1,2,162.446191,147,6401.25,LMI,1904.21,2796.05,283,381.53,682.92,230.57,579.8
c023754,Female,divorced,52,1,4,138.9943978,96,5982.77,Mass,2197.3,2580.51,151,489.73,958.77,61.46,477.28
c023755,Male,single,47,1,2,94.42451916,99,5024.59,Affluent,2464.27,2822.35,156,424.82,624.59,116.41,556.47
c023756,Female,divorced,46,1,2,143.7837515,118,5533.95,Affluent,2410.61,3558.8,119,252.87,1008.52,259.37,693.29
c023757,Female,single,49,0,2,89.86901643,128,6479.35,Affluent,1880.27,3520.84,285,314.26,796.93,462.43,491.24
c023758,Male,married,65,0,2,107.6196094,91,6034.04,LMI,1387.92,2863.99,0,375.5,746.49,113.49,570.67
c023759,Male,married,54,1,3,63.9141588,105,5720.14,Affluent,1428.56,2056.87,44,285.37,598.15,382.32,578.92
